"market","dc","state","zip","congestionzone","weatherzone","load_profile","rate_code","map_value"
ERCOT,CPL,,"78576",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78576",,,,,DC+ZIP
ERCOT,ONC,,"78577",,,,,DC+ZIP
ERCOT,CPL,,"78578",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78578",,,,,DC+ZIP
ERCOT,CPL,,"78579",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78579",,,,,DC+ZIP
ERCOT,CPL,,"78580",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78580",,,,,DC+ZIP
ERCOT,CPL,,"78582",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78582",,,,,DC+ZIP
ERCOT,CPL,,"78583",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78583",,,,,DC+ZIP
ERCOT,CPL,,"78584",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78584",,,,,DC+ZIP
ERCOT,,,"78585",,,,,ZIP
ERCOT,CPL,,"78586",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78586",,,,,DC+ZIP
ERCOT,CPL,,"78588",,,,,DC+ZIP
ERCOT,CPL,,"78589",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78589",,,,,DC+ZIP
ERCOT,CPL,,"78590",,,,,DC+ZIP
ERCOT,,,"78591",,,,,ZIP
ERCOT,CPL,,"78592",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78592",,,,,DC+ZIP
ERCOT,CPL,,"78593",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78593",,,,,DC+ZIP
ERCOT,CPL,,"78594",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78594",,,,,DC+ZIP
ERCOT,CPL,,"78595",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78595",,,,,DC+ZIP
ERCOT,CPL,,"78596",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78596",,,,,DC+ZIP
ERCOT,CPL,,"78597",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78597",,,,,DC+ZIP
ERCOT,CPL,,"78598",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78598",,,,,DC+ZIP
ERCOT,CPL,,"78599",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78602",,,,,ZIP
ERCOT,CPL,,"78604",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78604",,,,,DC+ZIP
ERCOT,,,"78605",,,,,ZIP
ERCOT,WTU,,"78606",,,,,DC+ZIP
ERCOT,,,"78607",,,,,ZIP
ERCOT,ONC,,"78608",,,,,DC+ZIP
ERCOT,ONC,,"78609",,,,,DC+ZIP
ERCOT,,,"78610",,,,,ZIP
ERCOT,ONC,,"78611",,,,,DC+ZIP
ERCOT,,,"78612",,,,,ZIP
ERCOT,,,"78613",,,,,ZIP
ERCOT,,,"78614",,,,,ZIP
ERCOT,ONC,,"78615",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78616",,,,,ZIP
ERCOT,,,"78617",,,,,ZIP
ERCOT,,,"78618",,,,,ZIP
ERCOT,,,"78619",,,,,ZIP
ERCOT,,,"78620",,,,,ZIP
ERCOT,ONC,,"78621",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78622",,,,,ZIP
ERCOT,,,"78623",,,,,ZIP
ERCOT,ONC,,"78624",,,,,DC+ZIP
ERCOT,ONC,,"78626",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78627",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78628",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"78629",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78629",,,,,DC+ZIP
ERCOT,,,"78630",,,,,ZIP
ERCOT,,,"78631",,,,,ZIP
ERCOT,,,"78632",,,,,ZIP
ERCOT,ONC,,"78633",,,,,DC+ZIP
ERCOT,ONC,,"78634",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78635",,,,,ZIP
ERCOT,,,"78636",,,,,ZIP
ERCOT,CPL,,"78638",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78638",,,,,DC+ZIP
ERCOT,,,"78639",,,,,ZIP
ERCOT,,,"78640",,,,,ZIP
ERCOT,ONC,,"78641",,,,,DC+ZIP
ERCOT,,,"78642",,,,,ZIP
ERCOT,,,"78643",,,,,ZIP
ERCOT,CPL,,"78644",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78644",,,,,DC+ZIP
ERCOT,,,"78645",,,,,ZIP
ERCOT,,,"78646",,,,,ZIP
ERCOT,CPL,,"78648",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78648",,,,,DC+ZIP
ERCOT,ONC,,"78650",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78651",,,,,ZIP
ERCOT,,,"78652",,,,,ZIP
ERCOT,ONC,,"78653",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78654",,,,,ZIP
ERCOT,,,"78655",,,,,ZIP
ERCOT,,,"78656",,,,,ZIP
ERCOT,ONC,,"78657",,,,,DC+ZIP
ERCOT,,,"78658",,,,,ZIP
ERCOT,,,"78659",,,,,ZIP
ERCOT,ONC,,"78660",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78661",,,,,ZIP
ERCOT,,,"78662",,,,,ZIP
ERCOT,,,"78663",,,,,ZIP
ERCOT,ONC,,"78664",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78665",,,,,DC+ZIP
ERCOT,,,"78666",,,,,ZIP
ERCOT,ONC,,"78667",,,,,DC+ZIP
ERCOT,,,"78669",,,,,ZIP
ERCOT,,,"78670",,,,,ZIP
ERCOT,,,"78671",,,,,ZIP
ERCOT,,,"78672",,,,,ZIP
ERCOT,,,"78673",,,,,ZIP
ERCOT,ONC,,"78674",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78675",,,,,ZIP
ERCOT,,,"78676",,,,,ZIP
ERCOT,,,"78677",,,,,ZIP
ERCOT,ONC,,"78680",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78681",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78682",,,,,ZIP
ERCOT,,,"78683",,,,,ZIP
ERCOT,ONC,,"78691",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78701",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78702",,,,,ZIP
ERCOT,ONC,,"78703",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78704",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78705",SOUTH,,,,DC+ZIP+CZ
ERCOT,CNP,,"78708",,,,,DC+ZIP
ERCOT,CPL,,"78708",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78708",,,,,DC+ZIP
ERCOT,,,"78709",,,,,ZIP
ERCOT,,,"78710",,,,,ZIP
ERCOT,,,"78711",,,,,ZIP
ERCOT,,,"78712",,,,,ZIP
ERCOT,,,"78713",,,,,ZIP
ERCOT,,,"78714",,,,,ZIP
ERCOT,,,"78715",,,,,ZIP
ERCOT,,,"78716",,,,,ZIP
ERCOT,ONC,,"78717",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78718",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78718",,,,,DC+ZIP
ERCOT,ONC,,"78719",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78720",,,,,ZIP
ERCOT,ONC,,"78721",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78722",,,,,ZIP
ERCOT,ONC,,"78723",,,,,DC+ZIP
ERCOT,,,"78724",,,,,ZIP
ERCOT,ONC,,"78725",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78726",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78727",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78728",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78729",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78730",,,,,ZIP
ERCOT,ONC,,"78731",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78732",,,,,ZIP
ERCOT,,,"78733",,,,,ZIP
ERCOT,ONC,,"78734",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78735",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78736",,,,,ZIP
ERCOT,ONC,,"78737",,,,,DC+ZIP
ERCOT,ONC,,"78738",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78739",,,,,ZIP
ERCOT,ONC,,"78741",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78742",,,,,ZIP
ERCOT,ONC,,"78744",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78745",,,,,DC+ZIP
ERCOT,ONC,,"78746",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78747",,,,,ZIP
ERCOT,ONC,,"78748",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78749",,,,,ZIP
ERCOT,ONC,,"78750",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78751",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78752",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78753",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78754",,,,,ZIP
ERCOT,,,"78755",,,,,ZIP
ERCOT,ONC,,"78756",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78757",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78758",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78759",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78760",,,,,ZIP
ERCOT,ONC,,"78761",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78762",,,,,ZIP
ERCOT,ONC,,"78763",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78764",,,,,ZIP
ERCOT,,,"78765",,,,,ZIP
ERCOT,ONC,,"78766",SOUTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"78767",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78768",,,,,ZIP
ERCOT,,,"78769",,,,,ZIP
ERCOT,,,"78772",,,,,ZIP
ERCOT,,,"78773",,,,,ZIP
ERCOT,,,"78774",,,,,ZIP
ERCOT,,,"78778",,,,,ZIP
ERCOT,,,"78779",,,,,ZIP
ERCOT,,,"78780",,,,,ZIP
ERCOT,,,"78781",,,,,ZIP
ERCOT,,,"78783",,,,,ZIP
ERCOT,,,"78785",,,,,ZIP
ERCOT,,,"78786",,,,,ZIP
ERCOT,,,"78788",,,,,ZIP
ERCOT,,,"78789",,,,,ZIP
ERCOT,,,"78799",,,,,ZIP
ERCOT,CPL,,"78801",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78801",,,,,DC+ZIP
ERCOT,CPL,,"78802",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"78827",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78827",,,,,DC+ZIP
ERCOT,CPL,,"78828",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78828",,,,,DC+ZIP
ERCOT,,,"78829",,,,,ZIP
ERCOT,CPL,,"78830",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78830",,,,,DC+ZIP
ERCOT,CPL,,"78832",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78832",,,,,DC+ZIP
ERCOT,CPL,,"78833",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78833",,,,,DC+ZIP
ERCOT,CPL,,"78834",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78834",,,,,DC+ZIP
ERCOT,CPL,,"78836",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78836",,,,,DC+ZIP
ERCOT,CPL,,"78837",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78837",,,,,DC+ZIP
ERCOT,,,"78838",,,,,ZIP
ERCOT,CPL,,"78839",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78839",,,,,DC+ZIP
ERCOT,CPL,,"78840",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78840",,,,,DC+ZIP
ERCOT,CPL,,"78841",,,,,DC+ZIP
ERCOT,,,"78842",,,,,ZIP
ERCOT,CPL,,"78843",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78843",,,,,DC+ZIP
ERCOT,,,"78847",,,,,ZIP
ERCOT,CPL,,"78850",,,,,DC+ZIP
ERCOT,TNP,,"78851",,,,,DC+ZIP
ERCOT,CPL,,"78852",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78852",,,,,DC+ZIP
ERCOT,CPL,,"78853",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"78860",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78860",,,,,DC+ZIP
ERCOT,,,"78861",,,,,ZIP
ERCOT,CPL,,"78870",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78870",,,,,DC+ZIP
ERCOT,,,"78871",,,,,ZIP
ERCOT,CPL,,"78872",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78872",,,,,DC+ZIP
ERCOT,CPL,,"78873",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78873",,,,,DC+ZIP
ERCOT,CPL,,"78877",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78877",,,,,DC+ZIP
ERCOT,,,"78879",,,,,ZIP
ERCOT,CPL,,"78880",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78880",,,,,DC+ZIP
ERCOT,CPL,,"78881",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78881",,,,,DC+ZIP
ERCOT,,,"78883",,,,,ZIP
ERCOT,,,"78884",,,,,ZIP
ERCOT,,,"78885",,,,,ZIP
ERCOT,,,"78886",,,,,ZIP
ERCOT,,,"78931",,,,,ZIP
ERCOT,,,"78932",,,,,ZIP
ERCOT,CNP,,"78933",,,,,DC+ZIP
ERCOT,CPL,,"78934",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78934",,,,,DC+ZIP
ERCOT,CPL,,"78935",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78935",,,,,DC+ZIP
ERCOT,,,"78938",,,,,ZIP
ERCOT,,,"78940",,,,,ZIP
ERCOT,,,"78941",,,,,ZIP
ERCOT,,,"78942",,,,,ZIP
ERCOT,CPL,,"78943",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78943",,,,,DC+ZIP
ERCOT,,,"78944",,,,,ZIP
ERCOT,,,"78945",,,,,ZIP
ERCOT,,,"78946",,,,,ZIP
ERCOT,,,"78947",,,,,ZIP
ERCOT,,,"78948",,,,,ZIP
ERCOT,,,"78949",,,,,ZIP
ERCOT,,,"78950",,,,,ZIP
ERCOT,,,"78951",,,,,ZIP
ERCOT,,,"78952",,,,,ZIP
ERCOT,,,"78953",,,,,ZIP
ERCOT,,,"78954",,,,,ZIP
ERCOT,,,"78956",,,,,ZIP
ERCOT,,,"78957",,,,,ZIP
ERCOT,,,"78959",,,,,ZIP
ERCOT,,,"78960",,,,,ZIP
ERCOT,,,"78961",,,,,ZIP
ERCOT,,,"78962",,,,,ZIP
ERCOT,,,"78963",,,,,ZIP
ERCOT,,,"79001",,,,,ZIP
ERCOT,,,"79003",,,,,ZIP
ERCOT,,,"79011",,,,,ZIP
ERCOT,ONC,,"79039",,,,,DC+ZIP
ERCOT,,,"79059",,,,,ZIP
ERCOT,,,"79061",,,,,ZIP
ERCOT,ONC,,"79068",,,,,DC+ZIP
ERCOT,CPL,,"79079",WEST,,,,DC+ZIP+CZ
ERCOT,,,"79096",,,,,ZIP
ERCOT,ONC,,"79097",,,,,DC+ZIP
ERCOT,CPL,,"79201",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79201",,,,,DC+ZIP
ERCOT,CPL,,"79220",WEST,,,,DC+ZIP+CZ
ERCOT,,,"79223",,,,,ZIP
ERCOT,CPL,,"79225",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79225",,,,,DC+ZIP
ERCOT,WTU,,"79226",,,,,DC+ZIP
ERCOT,CPL,,"79227",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79227",,,,,DC+ZIP
ERCOT,CPL,,"79229",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79229",,,,,DC+ZIP
ERCOT,,,"79232",,,,,ZIP
ERCOT,CPL,,"79233",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79234",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79234",,,,,DC+ZIP
ERCOT,,,"79236",,,,,ZIP
ERCOT,WTU,,"79237",WEST,,,,DC+ZIP+CZ
ERCOT,,,"79238",,,,,ZIP
ERCOT,,,"79239",,,,,ZIP
ERCOT,,,"79240",,,,,ZIP
ERCOT,CPL,,"79243",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79243",,,,,DC+ZIP
ERCOT,CPL,,"79244",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79244",,,,,DC+ZIP
ERCOT,CPL,,"79245",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79247",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79247",,,,,DC+ZIP
ERCOT,CPL,,"79248",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79248",,,,,DC+ZIP
ERCOT,CPL,,"79252",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79252",,,,,DC+ZIP
ERCOT,CPL,,"79255",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79255",,,,,DC+ZIP
ERCOT,CPL,,"79256",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79256",,,,,DC+ZIP
ERCOT,CPL,,"79257",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79257",,,,,DC+ZIP
ERCOT,TNP,,"79257",,,,,DC+ZIP
ERCOT,WTU,,"79257",,,,,DC+ZIP
ERCOT,,,"79259",,,,,ZIP
ERCOT,CPL,,"79261",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79261",,,,,DC+ZIP
ERCOT,,,"79322",,,,,ZIP
ERCOT,ONC,,"79331",WEST,,,,DC+ZIP+CZ
ERCOT,,,"79343",,,,,ZIP
ERCOT,ONC,,"79351",WEST,,,,DC+ZIP+CZ
ERCOT,,,"79357",,,,,ZIP
ERCOT,CPL,,"79370",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79370",,,,,DC+ZIP
ERCOT,TNP,,"79370",,,,,DC+ZIP
ERCOT,WTU,,"79370",,,,,DC+ZIP
ERCOT,,,"79377",,,,,ZIP
ERCOT,CPL,,"79501",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79501",,,,,DC+ZIP
ERCOT,CPL,,"79502",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79502",,,,,DC+ZIP
ERCOT,CPL,,"79503",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79503",,,,,DC+ZIP
ERCOT,CPL,,"79504",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79504",,,,,DC+ZIP
ERCOT,TNP,,"79504",,,,,DC+ZIP
ERCOT,WTU,,"79504",,,,,DC+ZIP
ERCOT,CPL,,"79505",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79505",,,,,DC+ZIP
ERCOT,CPL,,"79506",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79506",,,,,DC+ZIP
ERCOT,CPL,,"79508",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79508",,,,,DC+ZIP
ERCOT,CPL,,"79510",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79510",,,,,DC+ZIP
ERCOT,ONC,,"79511",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79512",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79512",,,,,DC+ZIP
ERCOT,ONC,,"79516",,,,,DC+ZIP
ERCOT,,,"79517",,,,,ZIP
ERCOT,CPL,,"79518",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79518",,,,,DC+ZIP
ERCOT,,,"79519",,,,,ZIP
ERCOT,CPL,,"79520",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"79520",,,,,DC+ZIP
ERCOT,WTU,,"79520",,,,,DC+ZIP
ERCOT,CPL,,"79521",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79521",,,,,DC+ZIP
ERCOT,CPL,,"79525",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79525",,,,,DC+ZIP
ERCOT,ONC,,"79526",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79527",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79528",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79528",,,,,DC+ZIP
ERCOT,CPL,,"79529",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79529",,,,,DC+ZIP
ERCOT,CPL,,"79530",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79530",,,,,DC+ZIP
ERCOT,ONC,,"79532",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79533",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79533",,,,,DC+ZIP
ERCOT,CPL,,"79534",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79534",,,,,DC+ZIP
ERCOT,ONC,,"79535",,,,,DC+ZIP
ERCOT,CPL,,"79536",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79536",,,,,DC+ZIP
ERCOT,,,"79537",,,,,ZIP
ERCOT,,,"79538",,,,,ZIP
ERCOT,CPL,,"79539",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79539",,,,,DC+ZIP
ERCOT,CPL,,"79540",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79540",,,,,DC+ZIP
ERCOT,CPL,,"79541",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79541",,,,,DC+ZIP
ERCOT,ONC,,"79543",,,,,DC+ZIP
ERCOT,CPL,,"79544",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79544",,,,,DC+ZIP
ERCOT,ONC,,"79545",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79546",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79546",,,,,DC+ZIP
ERCOT,CPL,,"79547",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79547",,,,,DC+ZIP
ERCOT,CPL,,"79548",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79548",,,,,DC+ZIP
ERCOT,ONC,,"79549",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79550",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79553",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79553",,,,,DC+ZIP
ERCOT,ONC,,"79556",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79556",,,,,DC+ZIP
ERCOT,CPL,,"79560",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79560",,,,,DC+ZIP
ERCOT,CPL,,"79561",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79561",,,,,DC+ZIP
ERCOT,CPL,,"79562",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79562",,,,,DC+ZIP
ERCOT,CPL,,"79563",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79563",,,,,DC+ZIP
ERCOT,ONC,,"79565",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79566",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79566",,,,,DC+ZIP
ERCOT,CPL,,"79567",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79567",,,,,DC+ZIP
ERCOT,CPL,,"79601",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79601",,,,,DC+ZIP
ERCOT,CPL,,"79602",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79602",,,,,DC+ZIP
ERCOT,CPL,,"79603",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79603",,,,,DC+ZIP
ERCOT,CPL,,"79604",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79604",,,,,DC+ZIP
ERCOT,CPL,,"79605",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79605",,,,,DC+ZIP
ERCOT,CPL,,"79606",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79606",,,,,DC+ZIP
ERCOT,CPL,,"79607",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79608",WEST,,,,DC+ZIP+CZ
ERCOT,,,"79697",,,,,ZIP
ERCOT,CPL,,"79698",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79699",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79701",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79701",,,,,DC+ZIP
ERCOT,ONC,,"79702",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79703",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79704",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79705",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79706",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79707",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79708",,,,,DC+ZIP
ERCOT,ONC,,"79710",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79711",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79712",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79713",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79714",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79718",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79718",,,,,DC+ZIP
ERCOT,ONC,,"79719",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"79719",,,,,DC+ZIP
ERCOT,ONC,,"79720",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79721",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79730",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"79730",,,,,DC+ZIP
ERCOT,ONC,,"79731",,,,,DC+ZIP
ERCOT,ONC,,"79733",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79734",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79734",,,,,DC+ZIP
ERCOT,TNP,,"79735",,,,,DC+ZIP
ERCOT,ONC,,"79738",,,,,DC+ZIP
ERCOT,ONC,,"79739",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"79740",,,,,DC+ZIP
ERCOT,ONC,,"79741",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79742",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"79743",,,,,DC+ZIP
ERCOT,CPL,,"79744",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79744",,,,,DC+ZIP
ERCOT,ONC,,"79745",,,,,DC+ZIP
ERCOT,TNP,,"79745",,,,,DC+ZIP
ERCOT,ONC,,"79748",,,,,DC+ZIP
ERCOT,ONC,,"79749",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"79752",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"79752",,,,,DC+ZIP
